message,Retweets,Favourites,Datetime,Label
"Received msg from PM Modi: ""I extend my greetings & best wishes to the people of Pakistan on the National Day of Pakistan. It is time that ppl of Sub-continent work together for a democratic, peaceful, progressive & prosperous region, in an atmosphere free of terror and violence""",14785,69423,22-03-2019 16:19,Imran Khan
This confirms what I have been saying for two decades. And once we fix FBR  & make people realise that their taxes will be spent on human welfare rather than be stolen by our corrupt elites then Pakistan will rapidly become prosperous. https://t.co/N5SsLQojwR,6244,28928,22-03-2019 16:04,Imran Khan
,3585,31944,21-03-2019 06:56,Imran Khan
A Happy Nauroze to all those celebrating it.,4656,37122,21-03-2019 01:29,Imran Khan
2/2 https://t.co/OS0XSLMKBG,5322,22276,20-03-2019 06:52,Imran Khan
1/2 https://t.co/DHbaVqCe8S,4827,19920,20-03-2019 06:52,Imran Khan
"How this faith in Allah and his Prophet PBUH transforms humans into strong & loving beings who can even feel pity for a terrorist, a mass murderer, who took away their loved ones. 2/2 https://t.co/KfrAy8qGv2",10206,35592,20-03-2019 06:02,Imran Khan
For all those within & outside the Muslim world these words of Shaheed Naeem Rashid's wife should make everyone understand the power of faith in Allah & Prophet Muhammed PBUH. 1/2 https://t.co/AmmFngi9HO,13134,43287,20-03-2019 06:01,Imran Khan
,2638,21155,20-03-2019 05:09,Imran Khan
"Wishing our Hindu community a very happy and peaceful Holi, the festival of colours.",7432,53174,20-03-2019 02:09,Imran Khan
.               .,3329,25483,18-03-2019 17:42,Imran Khan
,3094,29153,18-03-2019 17:21,Imran Khan
Congratulations to Afghanistan on their team's first ever win in test cricket. The Afghan cricketers have achieved amazing successes in such a short period of their exposure to international cricket.,5301,45244,18-03-2019 17:02,Imran Khan
(  ),3965,22615,18-03-2019 06:03,Imran Khan
"Congratulations to PCB, all the organisers & security forces for holding a successful PSL extravaganza in Pakistan. Congratulations to Quetta Gladiators & their manager & my friend Viv Richards on their win. InshaAllah, the next PSL will be held entirely in Pakistan.",10181,57271,18-03-2019 04:31,Imran Khan
"Living up to our commitment. A 3-week consultative process on 10 yr Dev Plan for former FATA is being initiated, starting from Bajaur. Our ppl in the tribal area will see unprecedented development as Govt plans to spend over Rs100 billion annually for 10 yrs in tribal districts",4720,23378,18-03-2019 02:54,Imran Khan
We stand ready to extend all our support to the families of Pakistani victims of the terrorist attack in Christchurch. Pakistan is proud of Mian Naeem Rashid who was martyred trying to tackle the White Supremacist terrorist & his courage will be recognized with a national award.,14289,61252,17-03-2019 04:59,Imran Khan
"9/11       """"                                          https://t.co/8RwLCdBM7s",7477,27273,15-03-2019 07:18,Imran Khan
"( )                             : ""     """,10524,46577,15-03-2019 07:09,Imran Khan
I blame these increasing terror attacks on the current Islamophobia post-9/11 where Islam & 1.3 bn Muslims have collectively been blamed for any act of terror by a Muslim. This has been done deliberately  to also demonize legitimate Muslim political struggles. https://t.co/5bBREoayLz,18581,47846,15-03-2019 06:48,Imran Khan
"Shocked and strongly condemn the Christchurch, New Zealand, terrorist attack on mosques. This reaffirms what we have always maintained: that terrorism does not have a religion. Prayers go to the victims and their families.",35048,96562,15-03-2019 06:40,Imran Khan
,8994,42474,14-03-2019 08:21,Imran Khan
"I am extremely disappointed by decision of Punjab Assembly to raise pays & privileges of MPAs, Ministers & esp CM. Once prosperity returns to Pak such a move cld be justified, but now, when we do not have resources to provide basic amenities to all our people, this is untenable",11606,52678,14-03-2019 07:59,Imran Khan
10                   https://t.co/2nAURnR9dk,6835,40090,12-03-2019 7:35,Imran Khan
I would like to pay tribute to the generosity of the people of Pakistan for raising Rs 10 billion for the Dams' Fund. https://t.co/9PFbiLYmKk,8049,38895,12-03-2019 5:37,Imran Khan
4             https://t.co/5FvdCTnhHN,5254,31963,10-03-2019 14:04,Imran Khan
"From nurseries to full forest areas, the success of Billion Tree Tsunami has been unprecedented with public & pvt involvement. Has given us confidence to take the initiative to 10 bn trees. KP's forest cover has increased by 4%, contributing to the fight against climate change https://t.co/xFqJpwUq0u",7990,40826,10-03-2019 13:34,Imran Khan
I have asked the Punjab CM to ensure that every health facility in the country is made available for Nawaz Sharif to get the treatment of his choice. The federal govt will assist wherever required. I wish him good health.,7179,46898,09-03-2019 17:35,Imran Khan
https://t.co/VL86CJGMTr,6193,33309,08-03-2019 5:18,Imran Khan
"On Women's Day, we pay tribute to Fatima Jinnah who stood steadfastly  beside the Quaid in his struggle for Pakistan. We reaffirm our commitment to ensuring women a secure & enabling environment to play their rightful role in our nation's development. https://t.co/tw71sDT1m0",7750,33662,08-03-2019 4:33,Imran Khan
.,9047,55205,05-03-2019 5:37,Imran Khan
I welcome CJ's statement on punishing those who give false testimony. Journey towards truth is a journey towards Naya Pakistan. Nations become great because they have a higher value system. Muslim civilisation's foundation was State of Medina with truthfulness as the core value,9083,46795,05-03-2019 4:34,Imran Khan
I am not worthy of the Nobel Peace prize. The person worthy of this would be the one who solves the Kashmir dispute according to the wishes of the Kashmiri people and paves the way for peace & human development in the subcontinent.,31287,122650,04-03-2019 5:18,Imran Khan
https://t.co/4WvSvlaP4S,6524,37824,02-03-2019 10:44,Imran Khan
/                https://t.co/KFU0S2rEjN,4493,26255,02-03-2019 10:39,Imran Khan
"Our arable land is being eaten up by housing societies and has grave consequences for our food security in the future. Also,  we are in the process of making laws to allow buildings, built to international safety standards, to go as high as in other cities across the world. https://t.co/bvKcFpmF1U",6092,27668,02-03-2019 9:30,Imran Khan
My vision for our future cities: to allow buildings to rise vertically & allow for more green spaces as Pak is one of the the most environmentally-threatened countries. Avoiding large sprawling built-up areas will also allow easier provision of amenities to our urban dwellers. https://t.co/pYLgjpeHMc,9672,48540,02-03-2019 9:13,Imran Khan
I have issued instructions today that Afghan refugees who are registered can open bank accounts and from now onwards they can participate in the formal economy of the country . This should have been done a long time ago.,6587,41571,25-02-2019 11:17,Imran Khan
"Crown Prince Mohammad bin Salman won the hearts of the people of Pakistan when he said consider me Pakistan's ambassador to Saudi Arabia"" in response to my asking him to treat the 2.5 mn Pakistani's working in KSA as his own. #CrownPrinceinPakistan https://t.co/Xr0E2EWKrK",18748,64638,18-02-2019 05:13,Imran Khan
https://t.co/6SzFcLHzVX,3277,17796,15-02-2019 18:39,Imran Khan
The NAB Chairman should take action against those in his institution who are responsible for this disgraceful act. https://t.co/kjJvZWrN3o,3415,15860,15-02-2019 18:06,Imran Khan
()                      (Bumper Wheat),6370,41435,14-02-2019 12:19,Imran Khan
We should all thank Allah almighty for the continuing winter rains that are worth billions to the economy apart from replenishing our water table and glaciers plus countering air pollution. InshaAllah we will have a bumper wheat crop this year.,6784,39538,14-02-2019 11:42,Imran Khan
""" ""         https://t.co/GkPA3hD5cE",4202,20272,13-02-2019 05:12,Imran Khan
Creating a direct link with the people to provide for resolution of their problems has led to the incredible success of my complaint cell in the PM Office. https://t.co/xJZWzHykpo,3596,14321,13-02-2019 04:43,Imran Khan
800       2018   2019                12.2%                       2/2,3836,20075,12-02-2019 14:02,Imran Khan
2018      ( 2019 )               1        1/2,4028,21291,12-02-2019 14:01,Imran Khan
2/2 Deficit in services trade also down by 800 mn & Overseas Pakistanis' remittances up by 12.2% July 2018 to Jan 2019 from same period a yr ago. The clear improvements in our external accounts indices prove success of our economic policies.,2921,12306,12-02-2019 13:21,Imran Khan
Our economic stabilization measures now showing positive results with exports rising & imports falling for Jan 2019 compared to Jan 2018 leading to to a $1 bn reduction in trade deficit. 1/2,3359,14546,12-02-2019 13:19,Imran Khan
"""  ""                  ! https://t.co/5H4M5KrGUx",4137,17140,10-02-2019 19:12,Imran Khan
"The potential of Pakistan & its people has been the driving factor in my political journey. To all those parties looking at Pakistan today as it begins its uphill journey, my message from the #WorldGovernmentSummit is: this is the time to invest in Pakistan, dont miss the boat https://t.co/mk8yzQtF3W",5494,21303,10-02-2019 18:31,Imran Khan
,3655,19964,10-02-2019 15:57,Imran Khan
In my meeting today with IMF Managing Director Christine Lagarde there was a convergence of our views on the need to carry out deep structural reforms to put the country on the path of sustainable development in which the most vulnerable segments of society are protected.,4554,24364,10-02-2019 15:32,Imran Khan
#Plant4Pakistan (  )     . https://t.co/JkBlCFfPDH,4289,19008,09-02-2019 6:37,Imran Khan
"We are launching our #Plant4Pakistan programme & reclaiming mafia encroached land, converting it into forests and wild life parks for our future generations to fight climate change and pollution. https://t.co/yCaaahr2uB",5748,25073,09-02-2019 5:15,Imran Khan
https://t.co/ThQHVUWBAk,3136,14502,05-02-2019 18:14,Imran Khan
The govt of Sindh must take swift and decisive action against the perpetrators. This is against the teachings of the Quran. https://t.co/aNr9uAkyTk,3512,13907,05-02-2019 16:37,Imran Khan
,6639,32534,05-02-2019 15:46,Imran Khan
The brutality of Indian security forces in Occupied Kashmir has rallied all Kashmiris together in their demand for freedom from Indian Occupation. The Indian army is not fighting insurgents but an entire people in IOK. All freedom loving ppl in the world must stand with Kashmiris,6608,23064,05-02-2019 15:10,Imran Khan
"The rains & snowfall we have received in Pakistan are truly a blessing from God. The rains have been most timely for our crops esp the Barani crops. Also, the rainfall will raise the water table while the snow will melt into our rivers.",5146,28370,02-02-2019 13:23,Imran Khan
"""   ""              https://t.co/3qP3cnptmQ",4211,28545,31-01-2019 11:31,Imran Khan
"Irfan is one of 260,000 heroes who reach out to children with polio vaccines in extreme weather conditions. His viral video has left every individual with a sense of awe & pride. This dedication is what will enable us to achieve our goal of a polio free nation #SalamPolioWorker https://t.co/4wPBxIDUDz",7264,39355,31-01-2019 05:49,Imran Khan
